Time	 FAIRTEN1	 FAIRTEN2	 ANCHTEN1	 CON2PX	 CON2PY	 CON2FZ	 
(s)	 (N)     	 (N)     	 (N)     	 (m)     	 (m)     	 (N)     	 
70.7	 504402	 1.40275e+006	 324186	 -426.94	 739.47	 49381.4	 
70.72	 491075	 1.41139e+006	 324168	 -426.94	 739.47	 49401.3	 
70.74	 488293	 1.41329e+006	 324139	 -426.94	 739.47	 49431	 
70.73	 504332	 1.40296e+006	 324130	 -426.94	 739.47	 49440.9	 
70.75	 491033	 1.41158e+006	 324111	 -426.94	 739.47	 49460.7	 
70.77	 488251	 1.41346e+006	 324082	 -426.94	 739.47	 49490.3	 
70.76	 504273	 1.40319e+006	 324073	 -426.94	 739.47	 49500.1	 
70.78	 490985	 1.41175e+006	 324053	 -426.94	 739.47	 49519.8	 
70.8	 488214	 1.41363e+006	 324025	 -426.94	 739.47	 49549.3	 
70.79	 504219	 1.40342e+006	 324016	 -426.94	 739.47	 49559.1	 
70.81	 490948	 1.41194e+006	 323997	 -426.94	 739.47	 49578.8	 
70.83	 488186	 1.41381e+006	 323969	 -426.94	 739.47	 49608.2	 
70.82	 504116	 1.4036e+006	 323960	 -426.94	 739.47	 49618	 
70.84	 490895	 1.41211e+006	 323942	 -426.94	 739.47	 49637.5	 
70.86	 488149	 1.41398e+006	 323914	 -426.94	 739.47	 49666.9	 
70.85	 504045	 1.40381e+006	 323905	 -426.94	 739.47	 49676.6	 
70.87	 490866	 1.4123e+006	 323887	 -426.94	 739.47	 49696.1	 
70.89	 488108	 1.41415e+006	 323860	 -426.94	 739.47	 49725.3	 
70.88	 503987	 1.40403e+006	 323851	 -426.94	 739.47	 49735	 
70.9	 490828	 1.41248e+006	 323832	 -426.94	 739.47	 49754.5	 
70.92	 488073	 1.41432e+006	 323804	 -426.94	 739.47	 49783.5	 
70.91	 503899	 1.40423e+006	 323794	 -426.94	 739.47	 49793.2	 
70.93	 490780	 1.41265e+006	 323775	 -426.94	 739.47	 49812.5	 
70.95	 488036	 1.41449e+006	 323747	 -426.94	 739.47	 49841.5	 
70.94	 503826	 1.40443e+006	 323738	 -426.94	 739.47	 49851.2	 
70.96	 490737	 1.41283e+006	 323719	 -426.94	 739.47	 49870.5	 
70.98	 487999	 1.41466e+006	 323691	 -426.94	 739.47	 49899.4	 
70.97	 503772	 1.40465e+006	 323682	 -426.94	 739.47	 49909	 
70.99	 490702	 1.41301e+006	 323664	 -426.94	 739.47	 49928.2	 
71.01	 487963	 1.41483e+006	 323636	 -426.94	 739.47	 49957	 
71	 503700	 1.40485e+006	 323626	 -426.94	 739.47	 49966.5	 
71.02	 490648	 1.41317e+006	 323607	 -426.94	 739.47	 49985.7	 
71.04	 487925	 1.41499e+006	 323579	 -426.94	 739.47	 50014.3	 
71.03	 503607	 1.40505e+006	 323570	 -426.94	 739.47	 50023.9	 
71.05	 490610	 1.41335e+006	 323551	 -426.94	 739.47	 50043	 
71.07	 487890	 1.41516e+006	 323522	 -426.94	 739.47	 50071.5	 
71.06	 503552	 1.40526e+006	 323513	 -426.94	 739.47	 50081	 
71.08	 490574	 1.41353e+006	 323493	 -426.94	 739.47	 50100	 
71.1	 487855	 1.41533e+006	 323464	 -426.94	 739.47	 50128.5	 
71.09	 503462	 1.40545e+006	 323455	 -426.94	 739.47	 50138	 
71.11	 490526	 1.4137e+006	 323435	 -426.94	 739.47	 50156.9	 
71.13	 487818	 1.41549e+006	 323407	 -426.94	 739.47	 50185.3	 
71.12	 503391	 1.40565e+006	 323397	 -426.94	 739.47	 50194.7	 
71.14	 490471	 1.41386e+006	 323378	 -426.94	 739.47	 50213.6	 
71.16	 487786	 1.41566e+006	 323350	 -426.94	 739.47	 50241.9	 
71.15	 503319	 1.40586e+006	 323340	 -426.94	 739.47	 50251.3	 
71.17	 490430	 1.41404e+006	 323321	 -426.94	 739.47	 50270.2	 
71.19	 487755	 1.41583e+006	 323292	 -426.94	 739.47	 50298.3	 
71.18	 503248	 1.40606e+006	 323282	 -426.94	 739.47	 50307.7	 
71.2	 490388	 1.41421e+006	 323263	 -426.94	 739.47	 50326.5	 
71.22	 487706	 1.41599e+006	 323234	 -426.94	 739.47	 50354.6	 
71.21	 503188	 1.40627e+006	 323224	 -426.94	 739.47	 50364	 
71.23	 490349	 1.41439e+006	 323205	 -426.94	 739.47	 50382.7	 
71.25	 487669	 1.41616e+006	 323176	 -426.94	 739.47	 50410.7	 
71.24	 503096	 1.40646e+006	 323167	 -426.94	 739.47	 50420.1	 
71.26	 490299	 1.41455e+006	 323147	 -426.94	 739.47	 50438.7	 
71.28	 487638	 1.41633e+006	 323118	 -426.94	 739.47	 50466.7	 
71.27	 503040	 1.40667e+006	 323108	 -426.94	 739.47	 50476	 
71.29	 490262	 1.41473e+006	 323088	 -426.94	 739.47	 50494.5	 
71.31	 487595	 1.4165e+006	 323059	 -426.94	 739.47	 50522.4	 
71.3	 502948	 1.40686e+006	 323049	 -426.94	 739.47	 50531.7	 
71.32	 490225	 1.41491e+006	 323030	 -426.94	 739.47	 50550.2	 
71.34	 487559	 1.41667e+006	 323002	 -426.94	 739.47	 50578	 
71.33	 502874	 1.40706e+006	 322993	 -426.94	 739.47	 50587.3	 
71.35	 490169	 1.41508e+006	 322974	 -426.94	 739.47	 50605.8	 
71.37	 487519	 1.41683e+006	 322945	 -426.94	 739.47	 50633.5	 
71.36	 502798	 1.40726e+006	 322935	 -426.94	 739.47	 50642.7	 
71.38	 490138	 1.41526e+006	 322915	 -426.94	 739.47	 50661.2	 
71.4	 487491	 1.41701e+006	 322886	 -426.94	 739.47	 50688.8	 
71.39	 502730	 1.40747e+006	 322876	 -426.94	 739.47	 50698	 
71.41	 490084	 1.41543e+006	 322856	 -426.94	 739.47	 50716.3	 
71.43	 487446	 1.41718e+006	 322828	 -426.94	 739.47	 50743.9	 
71.42	 502650	 1.40767e+006	 322818	 -426.94	 739.47	 50753.1	 
71.44	 490040	 1.41561e+006	 322799	 -426.94	 739.47	 50771.4	 
71.46	 487410	 1.41735e+006	 322771	 -426.94	 739.47	 50798.9	 
71.45	 502597	 1.40788e+006	 322762	 -426.94	 739.47	 50808.1	 
71.47	 490005	 1.41579e+006	 322743	 -426.94	 739.47	 50826.4	 
71.49	 487375	 1.41752e+006	 322714	 -426.94	 739.47	 50853.8	 
71.48	 502505	 1.40807e+006	 322704	 -426.94	 739.47	 50862.9	 
71.5	 489965	 1.41598e+006	 322685	 -426.94	 739.47	 50881.1	 
71.52	 487339	 1.4177e+006	 322656	 -426.94	 739.47	 50908.4	 
71.51	 502433	 1.40828e+006	 322647	 -426.94	 739.47	 50917.5	 
71.53	 489914	 1.41615e+006	 322628	 -426.94	 739.47	 50935.7	 
71.55	 487303	 1.41787e+006	 322601	 -426.94	 739.47	 50962.9	 
71.54	 502358	 1.40848e+006	 322592	 -426.94	 739.47	 50972	 
71.56	 489871	 1.41633e+006	 322573	 -426.94	 739.47	 50990.2	 
71.58	 487267	 1.41805e+006	 322545	 -426.94	 739.47	 51017.3	 
71.57	 502287	 1.40869e+006	 322536	 -426.94	 739.47	 51026.4	 
71.59	 489831	 1.41651e+006	 322517	 -426.94	 739.47	 51044.5	 
71.61	 487238	 1.41823e+006	 322489	 -426.94	 739.47	 51071.6	 
71.6	 502218	 1.4089e+006	 322480	 -426.94	 739.47	 51080.6	 
71.62	 489791	 1.4167e+006	 322462	 -426.94	 739.47	 51098.6	 
71.64	 487199	 1.4184e+006	 322435	 -426.94	 739.47	 51125.7	 
71.63	 502143	 1.4091e+006	 322426	 -426.94	 739.47	 51134.7	 
71.65	 489750	 1.41688e+006	 322408	 -426.94	 739.47	 51152.7	 
71.67	 487165	 1.41858e+006	 322382	 -426.94	 739.47	 51179.7	 
71.66	 502073	 1.40931e+006	 322373	 -426.94	 739.47	 51188.7	 
71.68	 489711	 1.41706e+006	 322354	 -426.94	 739.47	 51206.7	 
71.7	 487131	 1.41876e+006	 322327	 -426.94	 739.47	 51233.6	 
71.69	 502022	 1.40953e+006	 322318	 -426.94	 739.47	 51242.5	 
71.71	 489678	 1.41725e+006	 322300	 -426.94	 739.47	 51260.4	 
71.73	 487100	 1.41895e+006	 322272	 -426.94	 739.47	 51287.2	 
71.72	 501934	 1.40973e+006	 322264	 -426.94	 739.47	 51296.2	 
71.74	 489633	 1.41743e+006	 322246	 -426.94	 739.47	 51314	 
71.76	 487066	 1.41913e+006	 322221	 -426.94	 739.47	 51340.8	 
71.75	 501863	 1.40994e+006	 322212	 -426.94	 739.47	 51349.8	 
71.77	 489594	 1.41762e+006	 322195	 -426.94	 739.47	 51367.6	 
71.79	 487028	 1.41931e+006	 322170	 -426.94	 739.47	 51394.3	 
71.78	 501806	 1.41016e+006	 322162	 -426.94	 739.47	 51403.2	 
71.8	 489560	 1.41781e+006	 322145	 -426.94	 739.47	 51421	 
71.82	 487004	 1.41949e+006	 322119	 -426.94	 739.47	 51447.7	 
71.81	 501728	 1.41035e+006	 322110	 -426.94	 739.47	 51456.5	 
71.83	 489519	 1.418e+006	 322094	 -426.94	 739.47	 51474.3	 
71.85	 486973	 1.41968e+006	 322069	 -426.94	 739.47	 51500.9	 
71.84	 501659	 1.41057e+006	 322061	 -426.94	 739.47	 51509.8	 
71.86	 489483	 1.41818e+006	 322045	 -426.94	 739.47	 51527.5	 
71.88	 486948	 1.41987e+006	 322021	 -426.94	 739.47	 51554.1	 
71.87	 501575	 1.41077e+006	 322013	 -426.94	 739.47	 51562.9	 
71.89	 489440	 1.41837e+006	 321996	 -426.94	 739.47	 51580.6	 
71.91	 486911	 1.42005e+006	 321971	 -426.94	 739.47	 51607	 
71.9	 501524	 1.41099e+006	 321963	 -426.94	 739.47	 51615.9	 
71.92	 489409	 1.41856e+006	 321945	 -426.94	 739.47	 51633.5	 
71.94	 486881	 1.42023e+006	 321920	 -426.94	 739.47	 51659.9	 
71.93	 501457	 1.4112e+006	 321911	 -426.94	 739.47	 51668.7	 
71.95	 489361	 1.41874e+006	 321895	 -426.94	 739.47	 51686.2	 
71.97	 486857	 1.42042e+006	 321870	 -426.94	 739.47	 51712.6	 
71.96	 501396	 1.41141e+006	 321862	 -426.94	 739.47	 51721.4	 
71.98	 489339	 1.41894e+006	 321846	 -426.94	 739.47	 51739	 
72	 486824	 1.4206e+006	 321823	 -426.94	 739.47	 51765.4	 
71.99	 501328	 1.41162e+006	 321815	 -426.94	 739.47	 51774.1	 
72.01	 489303	 1.41913e+006	 321799	 -426.94	 739.47	 51791.7	 
72.03	 486789	 1.42078e+006	 321776	 -426.94	 739.47	 51818	 
72.02	 501276	 1.41185e+006	 321768	 -426.94	 739.47	 51826.7	 
72.04	 489274	 1.41932e+006	 321751	 -426.94	 739.47	 51844.2	 
72.06	 486768	 1.42097e+006	 321727	 -426.94	 739.47	 51870.4	 
72.05	 501199	 1.41205e+006	 321718	 -426.94	 739.47	 51879.1	 
72.07	 489235	 1.4195e+006	 321702	 -426.94	 739.47	 51896.6	 
72.09	 486732	 1.42115e+006	 321677	 -426.94	 739.47	 51922.7	 
72.08	 501129	 1.41226e+006	 321668	 -426.94	 739.47	 51931.4	 
72.1	 489198	 1.41969e+006	 321652	 -426.94	 739.47	 51948.8	 
72.12	 486715	 1.42134e+006	 321628	 -426.94	 739.47	 51974.9	 
72.11	 501072	 1.41247e+006	 321621	 -426.94	 739.47	 51983.6	 
72.13	 489165	 1.41988e+006	 321605	 -426.94	 739.47	 52001	 
72.15	 486674	 1.42151e+006	 321581	 -426.94	 739.47	 52027.1	 
72.14	 500999	 1.41268e+006	 321573	 -426.94	 739.47	 52035.8	 
72.16	 489127	 1.42006e+006	 321558	 -426.94	 739.47	 52053.1	 
72.18	 486651	 1.42169e+006	 321534	 -426.94	 739.47	 52079.1	 
72.17	 500937	 1.41289e+006	 321526	 -426.94	 739.47	 52087.8	 
72.19	 489105	 1.42026e+006	 321510	 -426.94	 739.47	 52105.1	 
72.21	 486619	 1.42187e+006	 321486	 -426.94	 739.47	 52131	 
72.2	 500870	 1.4131e+006	 321478	 -426.94	 739.47	 52139.7	 
72.22	 489058	 1.42043e+006	 321461	 -426.94	 739.47	 52156.9	 
72.24	 486594	 1.42205e+006	 321437	 -426.94	 739.47	 52182.8	 
72.23	 500808	 1.41331e+006	 321429	 -426.94	 739.47	 52191.4	 
72.25	 489023	 1.42061e+006	 321412	 -426.94	 739.47	 52208.6	 
72.27	 486558	 1.42222e+006	 321388	 -426.94	 739.47	 52234.4	 
72.26	 500754	 1.41353e+006	 321380	 -426.94	 739.47	 52243	 
72.28	 488991	 1.4208e+006	 321363	 -426.94	 739.47	 52260.2	 
72.3	 486535	 1.4224e+006	 321339	 -426.94	 739.47	 52285.9	 
72.29	 500676	 1.41372e+006	 321330	 -426.94	 739.47	 52294.5	 
72.31	 488952	 1.42097e+006	 321313	 -426.94	 739.47	 52311.6	 
72.33	 486498	 1.42257e+006	 321288	 -426.94	 739.47	 52337.2	 
72.32	 500606	 1.41393e+006	 321280	 -426.94	 739.47	 52345.8	 
72.34	 488915	 1.42115e+006	 321263	 -426.94	 739.47	 52362.8	 
72.36	 486481	 1.42275e+006	 321239	 -426.94	 739.47	 52388.4	 
72.35	 500547	 1.41414e+006	 321230	 -426.94	 739.47	 52396.9	 
72.37	 488881	 1.42133e+006	 321214	 -426.94	 739.47	 52413.9	 
72.39	 486440	 1.42291e+006	 321188	 -426.94	 739.47	 52439.4	 
72.38	 500476	 1.41433e+006	 321180	 -426.94	 739.47	 52447.9	 
72.4	 488843	 1.4215e+006	 321163	 -426.94	 739.47	 52464.9	 
72.42	 486416	 1.42309e+006	 321137	 -426.94	 739.47	 52490.3	 
72.41	 500412	 1.41454e+006	 321129	 -426.94	 739.47	 52498.8	 
72.43	 488819	 1.42169e+006	 321112	 -426.94	 739.47	 52515.7	 
72.45	 486381	 1.42325e+006	 321086	 -426.94	 739.47	 52541.1	 
72.44	 500343	 1.41474e+006	 321077	 -426.94	 739.47	 52549.5	 
72.46	 488769	 1.42185e+006	 321060	 -426.94	 739.47	 52566.4	 
72.48	 486355	 1.42342e+006	 321034	 -426.94	 739.47	 52591.6	 
72.47	 500279	 1.41494e+006	 321026	 -426.94	 739.47	 52600	 
72.49	 488733	 1.42202e+006	 321008	 -426.94	 739.47	 52616.9	 
72.51	 486318	 1.42358e+006	 320983	 -426.94	 739.47	 52642	 
72.5	 500223	 1.41515e+006	 320974	 -426.94	 739.47	 52650.4	 
72.52	 488701	 1.42219e+006	 320957	 -426.94	 739.47	 52667.2	 
72.54	 486294	 1.42374e+006	 320930	 -426.94	 739.47	 52692.3	 
72.53	 500143	 1.41534e+006	 320922	 -426.94	 739.47	 52700.6	 
72.55	 488659	 1.42235e+006	 320904	 -426.94	 739.47	 52717.3	 
72.57	 486262	 1.4239e+006	 320878	 -426.94	 739.47	 52742.3	 
72.56	 500056	 1.41552e+006	 320870	 -426.94	 739.47	 52750.6	 
72.58	 488614	 1.42251e+006	 320852	 -426.94	 739.47	 52767.2	 
72.6	 486230	 1.42406e+006	 320827	 -426.94	 739.47	 52792.1	 
72.59	 500008	 1.41572e+006	 320818	 -426.94	 739.47	 52800.4	 
72.61	 488594	 1.42269e+006	 320800	 -426.94	 739.47	 52817	 
72.63	 486201	 1.42421e+006	 320774	 -426.94	 739.47	 52841.8	 
72.62	 499942	 1.41591e+006	 320765	 -426.94	 739.47	 52850.1	 
72.64	 488536	 1.42283e+006	 320747	 -426.94	 739.47	 52866.6	 
72.66	 486166	 1.42436e+006	 320721	 -426.94	 739.47	 52891.3	 
72.65	 499872	 1.4161e+006	 320712	 -426.94	 739.47	 52899.5	 
72.67	 488509	 1.423e+006	 320695	 -426.94	 739.47	 52916	 
72.69	 486137	 1.42452e+006	 320669	 -426.94	 739.47	 52940.6	 
72.68	 499806	 1.41629e+006	 320661	 -426.94	 739.47	 52948.8	 
72.7	 488461	 1.42315e+006	 320643	 -426.94	 739.47	 52965.2	 
72.72	 486111	 1.42467e+006	 320617	 -426.94	 739.47	 52989.8	 
72.71	 499740	 1.41648e+006	 320608	 -426.94	 739.47	 52997.9	 
72.73	 488437	 1.42331e+006	 320590	 -426.94	 739.47	 53014.2	 
72.75	 486077	 1.42481e+006	 320564	 -426.94	 739.47	 53038.7	 
72.74	 499671	 1.41667e+006	 320555	 -426.94	 739.47	 53046.8	 
72.76	 488387	 1.42346e+006	 320538	 -426.94	 739.47	 53063.1	 
72.78	 486045	 1.42496e+006	 320512	 -426.94	 739.47	 53087.4	 
72.77	 499603	 1.41685e+006	 320504	 -426.94	 739.47	 53095.5	 
72.79	 488364	 1.42362e+006	 320486	 -426.94	 739.47	 53111.7	 
72.81	 486017	 1.4251e+006	 320460	 -426.94	 739.47	 53136	 
72.8	 499536	 1.41703e+006	 320451	 -426.94	 739.47	 53144	 
72.82	 488317	 1.42376e+006	 320434	 -426.94	 739.47	 53160.2	 
72.84	 485986	 1.42524e+006	 320408	 -426.94	 739.47	 53184.3	 
72.83	 499484	 1.41723e+006	 320399	 -426.94	 739.47	 53192.3	 
72.85	 488298	 1.42392e+006	 320382	 -426.94	 739.47	 53208.4	 
72.87	 485961	 1.42538e+006	 320358	 -426.94	 739.47	 53232.5	 
72.86	 499404	 1.41739e+006	 320349	 -426.94	 739.47	 53240.5	 
72.88	 488246	 1.42405e+006	 320333	 -426.94	 739.47	 53256.5	 
72.9	 485928	 1.42552e+006	 320308	 -426.94	 739.47	 53280.5	 
72.89	 499337	 1.41757e+006	 320300	 -426.94	 739.47	 53288.4	 
72.91	 488223	 1.42421e+006	 320283	 -426.94	 739.47	 53304.4	 
72.93	 485904	 1.42566e+006	 320257	 -426.94	 739.47	 53328.2	 
72.92	 499254	 1.41773e+006	 320249	 -426.94	 739.47	 53336.1	 
72.94	 488183	 1.42435e+006	 320232	 -426.94	 739.47	 53352	 
72.96	 485875	 1.42579e+006	 320207	 -426.94	 739.47	 53375.7	 
72.95	 499207	 1.41792e+006	 320199	 -426.94	 739.47	 53383.6	 
72.97	 488157	 1.42449e+006	 320183	 -426.94	 739.47	 53399.4	 
72.99	 485843	 1.42593e+006	 320159	 -426.94	 739.47	 53423.1	 
72.98	 499139	 1.41809e+006	 320151	 -426.94	 739.47	 53431	 
73	 488133	 1.42464e+006	 320136	 -426.94	 739.47	 53446.7	 
73.02	 485825	 1.42607e+006	 320113	 -426.94	 739.47	 53470.3	 
73.01	 499061	 1.41825e+006	 320105	 -426.94	 739.47	 53478.2	 
73.03	 488084	 1.42477e+006	 320089	 -426.94	 739.47	 53493.8	 
73.05	 485797	 1.4262e+006	 320065	 -426.94	 739.47	 53517.3	 
73.04	 499015	 1.41843e+006	 320057	 -426.94	 739.47	 53525.1	 
73.06	 488048	 1.42491e+006	 320041	 -426.94	 739.47	 53540.6	 
73.08	 485771	 1.42633e+006	 320017	 -426.94	 739.47	 53563.9	 
73.07	 498952	 1.4186e+006	 320009	 -426.94	 739.47	 53571.7	 
73.09	 488029	 1.42506e+006	 319993	 -426.94	 739.47	 53587.2	 
73.11	 485742	 1.42646e+006	 319970	 -426.94	 739.47	 53610.4	 
73.1	 498886	 1.41877e+006	 319962	 -426.94	 739.47	 53618.1	 
73.12	 487998	 1.42519e+006	 319947	 -426.94	 739.47	 53633.6	 
73.14	 485718	 1.42659e+006	 319925	 -426.94	 739.47	 53656.7	 
73.13	 498824	 1.41894e+006	 319917	 -426.94	 739.47	 53664.4	 
73.15	 487968	 1.42533e+006	 319903	 -426.94	 739.47	 53679.9	 
73.17	 485702	 1.42673e+006	 319882	 -426.94	 739.47	 53702.9	 
73.16	 498747	 1.4191e+006	 319874	 -426.94	 739.47	 53710.6	 
73.18	 487933	 1.42547e+006	 319860	 -426.94	 739.47	 53725.9	 
73.2	 485679	 1.42686e+006	 319837	 -426.94	 739.47	 53748.9	 
73.19	 498686	 1.41926e+006	 319830	 -426.94	 739.47	 53756.5	 
73.21	 487905	 1.4256e+006	 319815	 -426.94	 739.47	 53771.7	 
73.23	 485658	 1.42699e+006	 319792	 -426.94	 739.47	 53794.5	 
73.22	 498625	 1.41943e+006	 319784	 -426.94	 739.47	 53802.1	 
73.24	 487888	 1.42575e+006	 319769	 -426.94	 739.47	 53817.2	 
73.26	 485637	 1.42712e+006	 319746	 -426.94	 739.47	 53839.9	 
73.25	 498566	 1.41959e+006	 319739	 -426.94	 739.47	 53847.5	 
73.27	 487849	 1.42588e+006	 319724	 -426.94	 739.47	 53862.6	 
73.29	 485613	 1.42725e+006	 319703	 -426.94	 739.47	 53885.2	 
73.28	 498507	 1.41975e+006	 319695	 -426.94	 739.47	 53892.7	 
73.3	 487820	 1.42602e+006	 319681	 -426.94	 739.47	 53907.8	 
73.32	 485586	 1.42738e+006	 319660	 -426.94	 739.47	 53930.3	 
73.31	 498463	 1.41993e+006	 319653	 -426.94	 739.47	 53937.9	 
73.33	 487798	 1.42616e+006	 319639	 -426.94	 739.47	 53952.9	 
73.35	 485567	 1.42751e+006	 319619	 -426.94	 739.47	 53975.3	 
73.34	 498403	 1.42009e+006	 319612	 -426.94	 739.47	 53982.8	 
73.36	 487761	 1.42629e+006	 319598	 -426.94	 739.47	 53997.8	 
73.38	 485551	 1.42764e+006	 319578	 -426.94	 739.47	 54020.2	 
73.37	 498347	 1.42026e+006	 319571	 -426.94	 739.47	 54027.6	 
73.39	 487735	 1.42642e+006	 319558	 -426.94	 739.47	 54042.5	 
73.41	 485530	 1.42778e+006	 319538	 -426.94	 739.47	 54064.9	 
73.4	 498269	 1.42041e+006	 319531	 -426.94	 739.47	 54072.3	 
73.42	 487712	 1.42657e+006	 319517	 -426.94	 739.47	 54087.1	 
73.44	 485510	 1.42791e+006	 319496	 -426.94	 739.47	 54109.3	 
73.43	 498212	 1.42057e+006	 319489	 -426.94	 739.47	 54116.7	 
73.45	 487685	 1.4267e+006	 319474	 -426.94	 739.47	 54131.5	 
73.47	 485483	 1.42804e+006	 319452	 -426.94	 739.47	 54153.5	 
73.46	 498167	 1.42075e+006	 319444	 -426.94	 739.47	 54160.9	 
73.48	 487650	 1.42684e+006	 319429	 -426.94	 739.47	 54175.6	 
73.5	 485469	 1.42818e+006	 319407	 -426.94	 739.47	 54197.6	 
73.49	 498112	 1.42091e+006	 319400	 -426.94	 739.47	 54204.9	 
73.51	 487627	 1.42698e+006	 319386	 -426.94	 739.47	 54219.5	 
73.53	 485449	 1.42831e+006	 319365	 -426.94	 739.47	 54241.5	 
73.52	 498036	 1.42106e+006	 319359	 -426.94	 739.47	 54248.8	 
73.54	 487606	 1.42712e+006	 319345	 -426.94	 739.47	 54263.5	 
73.56	 485424	 1.42845e+006	 319325	 -426.94	 739.47	 54285.4	 
73.55	 497995	 1.42124e+006	 319318	 -426.94	 739.47	 54292.7	 
73.57	 487574	 1.42726e+006	 319304	 -426.94	 739.47	 54307.3	 
73.59	 485411	 1.42859e+006	 319284	 -426.94	 739.47	 54329.1	 
73.58	 497921	 1.42139e+006	 319277	 -426.94	 739.47	 54336.4	 
73.6	 487555	 1.42741e+006	 319262	 -426.94	 739.47	 54350.9	 
73.62	 485399	 1.42873e+006	 319241	 -426.94	 739.47	 54372.6	 
73.61	 497866	 1.42156e+006	 319233	 -426.94	 739.47	 54379.9	 
73.63	 487529	 1.42755e+006	 319219	 -426.94	 739.47	 54394.3	 
73.65	 485364	 1.42886e+006	 319198	 -426.94	 739.47	 54416	 
73.64	 497821	 1.42173e+006	 319191	 -426.94	 739.47	 54423.2	 
73.66	 487494	 1.42769e+006	 319177	 -426.94	 739.47	 54437.6	 
73.68	 485348	 1.429e+006	 319156	 -426.94	 739.47	 54459.3	 
73.67	 497745	 1.42189e+006	 319149	 -426.94	 739.47	 54466.5	 
73.69	 487471	 1.42783e+006	 319135	 -426.94	 739.47	 54480.8	 
73.71	 485321	 1.42914e+006	 319114	 -426.94	 739.47	 54502.4	 
73.7	 497698	 1.42206e+006	 319107	 -426.94	 739.47	 54509.5	 
73.72	 487437	 1.42797e+006	 319094	 -426.94	 739.47	 54523.9	 
73.74	 485306	 1.42928e+006	 319074	 -426.94	 739.47	 54545.4	 
73.73	 497627	 1.42222e+006	 319067	 -426.94	 739.47	 54552.5	 
73.75	 487416	 1.42812e+006	 319054	 -426.94	 739.47	 54566.9	 
73.77	 485279	 1.42942e+006	 319035	 -426.94	 739.47	 54588.4	 
73.76	 497584	 1.42239e+006	 319029	 -426.94	 739.47	 54595.5	 
73.78	 487394	 1.42827e+006	 319016	 -426.94	 739.47	 54609.8	 
73.8	 485259	 1.42956e+006	 318995	 -426.94	 739.47	 54631.1	 
73.79	 497525	 1.42256e+006	 318988	 -426.94	 739.47	 54638.2	 
73.81	 487354	 1.42841e+006	 318973	 -426.94	 739.47	 54652.4	 
73.83	 485242	 1.42971e+006	 318951	 -426.94	 739.47	 54673.6	 
73.82	 497451	 1.42272e+006	 318943	 -426.94	 739.47	 54680.7	 
73.84	 487332	 1.42856e+006	 318927	 -426.94	 739.47	 54694.8	 
73.86	 485216	 1.42984e+006	 318904	 -426.94	 739.47	 54715.9	 
73.85	 497408	 1.4229e+006	 318897	 -426.94	 739.47	 54722.9	 
73.87	 487299	 1.42871e+006	 318882	 -426.94	 739.47	 54737	 
73.89	 485206	 1.43e+006	 318859	 -426.94	 739.47	 54758	 
73.88	 497336	 1.42306e+006	 318852	 -426.94	 739.47	 54765.1	 
73.9	 487280	 1.42886e+006	 318838	 -426.94	 739.47	 54779.1	 
73.92	 485182	 1.43014e+006	 318816	 -426.94	 739.47	 54800.1	 
73.91	 497277	 1.42323e+006	 318809	 -426.94	 739.47	 54807.1	 
73.93	 487252	 1.42901e+006	 318796	 -426.94	 739.47	 54821.1	 
73.95	 485156	 1.43028e+006	 318775	 -426.94	 739.47	 54842.1	 
73.94	 497234	 1.42341e+006	 318768	 -426.94	 739.47	 54849.1	 
73.96	 487220	 1.42915e+006	 318754	 -426.94	 739.47	 54863.1	 
73.98	 485142	 1.43043e+006	 318733	 -426.94	 739.47	 54884	 
73.97	 497161	 1.42357e+006	 318726	 -426.94	 739.47	 54890.9	 
73.99	 487200	 1.42931e+006	 318711	 -426.94	 739.47	 54904.8	 
74.01	 485122	 1.43057e+006	 318690	 -426.94	 739.47	 54925.7	 
74	 497104	 1.42374e+006	 318684	 -426.94	 739.47	 54932.6	 
74.02	 487171	 1.42945e+006	 318670	 -426.94	 739.47	 54946.5	 
74.04	 485093	 1.43071e+006	 318650	 -426.94	 739.47	 54967.3	 
74.03	 497059	 1.42392e+006	 318643	 -426.94	 739.47	 54974.2	 
74.05	 487136	 1.4296e+006	 318630	 -426.94	 739.47	 54988.1	 
74.07	 485076	 1.43086e+006	 318610	 -426.94	 739.47	 55008.8	 
74.06	 497001	 1.42409e+006	 318603	 -426.94	 739.47	 55015.7	 
74.08	 487119	 1.42975e+006	 318590	 -426.94	 739.47	 55029.4	 
74.1	 485055	 1.431e+006	 318568	 -426.94	 739.47	 55050	 
74.09	 496924	 1.42425e+006	 318561	 -426.94	 739.47	 55056.9	 
74.11	 487086	 1.4299e+006	 318547	 -426.94	 739.47	 55070.6	 
74.13	 485034	 1.43115e+006	 318526	 -426.94	 739.47	 55091.1	 
74.12	 496865	 1.42442e+006	 318519	 -426.94	 739.47	 55097.9	 
74.14	 487059	 1.43005e+006	 318505	 -426.94	 739.47	 55111.6	 
74.16	 485007	 1.43128e+006	 318485	 -426.94	 739.47	 55132	 
74.15	 496823	 1.4246e+006	 318478	 -426.94	 739.47	 55138.9	 
74.17	 487038	 1.4302e+006	 318464	 -426.94	 739.47	 55152.5	 
74.19	 484990	 1.43143e+006	 318444	 -426.94	 739.47	 55172.9	 
74.18	 496766	 1.42478e+006	 318437	 -426.94	 739.47	 55179.7	 
