Time	 FAIRTEN1	 FAIRTEN2	 ANCHTEN1	 CON2PX	 CON2PY	 CON2FZ	 
(s)	 (N)     	 (N)     	 (N)     	 (m)     	 (m)     	 (N)     	 
0	 909656	 909729	 735821	 -426.94	 739.47	 -15776.8	 
1.4013e-045	 909654	 909727	 735820	 -426.94	 739.47	 -15776.8	 
0.02	 909664	 909734	 735802	 -426.94	 739.47	 -15776.8	 
0.04	 909629	 909696	 735762	 -426.94	 739.47	 -15776.8	 
0.06	 909567	 909641	 735703	 -426.94	 739.47	 -15776.8	 
0.05	 909545	 909615	 735682	 -426.94	 739.47	 -15776.8	 
0.07	 909532	 909607	 735642	 -426.94	 739.47	 -15776.8	 
0.09	 909477	 909561	 735580	 -426.94	 739.47	 -15776.8	 
0.08	 909413	 909490	 735560	 -426.94	 739.47	 -15776.8	 
0.1	 909417	 909511	 735519	 -426.94	 739.47	 -15776.8	 
0.12	 909364	 909467	 735456	 -426.94	 739.47	 -15776.8	 
0.11	 909288	 909371	 735436	 -426.94	 739.47	 -15776.8	 
0.13	 909297	 909405	 735394	 -426.94	 739.47	 -15776.8	 
0.15	 909243	 909354	 735332	 -426.94	 739.47	 -15776.8	 
0.14	 909160	 909245	 735312	 -426.94	 739.47	 -15776.8	 
0.16	 909172	 909275	 735272	 -426.94	 739.47	 -15776.8	 
0.18	 909118	 909211	 735213	 -426.94	 739.47	 -15776.8	 
0.17	 909032	 909108	 735195	 -426.94	 739.47	 -15776.8	 
0.19	 909045	 909115	 735158	 -426.94	 739.47	 -15776.8	 
0.21	 908994	 909039	 735107	 -426.94	 739.47	 -15776.8	 
0.2	 908906	 908964	 735091	 -426.94	 739.47	 -15776.8	 
0.22	 908921	 908932	 735059	 -426.94	 739.47	 -15776.8	 
0.24	 908872	 908849	 735012	 -426.94	 739.47	 -15776.8	 
0.23	 908783	 908817	 734997	 -426.94	 739.47	 -15776.8	 
0.25	 908800	 908745	 734967	 -426.94	 739.47	 -15776.8	 
0.27	 908753	 908660	 734920	 -426.94	 739.47	 -15776.8	 
0.26	 908664	 908676	 734905	 -426.94	 739.47	 -15776.8	 
0.28	 908682	 908568	 734873	 -426.94	 739.47	 -15776.8	 
0.3	 908635	 908487	 734824	 -426.94	 739.47	 -15776.8	 
0.29	 908550	 908546	 734808	 -426.94	 739.47	 -15776.8	 
0.31	 908565	 908412	 734775	 -426.94	 739.47	 -15776.8	 
0.33	 908518	 908333	 734726	 -426.94	 739.47	 -15776.8	 
0.32	 908440	 908430	 734709	 -426.94	 739.47	 -15776.8	 
0.34	 908448	 908276	 734677	 -426.94	 739.47	 -15776.8	 
0.36	 908402	 908196	 734629	 -426.94	 739.47	 -15776.8	 
0.35	 908339	 908327	 734613	 -426.94	 739.47	 -15776.8	 
0.37	 908336	 908151	 734582	 -426.94	 739.47	 -15776.8	 
0.39	 908292	 908069	 734537	 -426.94	 739.47	 -15776.8	 
0.38	 908249	 908239	 734522	 -426.94	 739.47	 -15776.8	 
0.4	 908233	 908036	 734493	 -426.94	 739.47	 -15776.8	 
0.42	 908193	 907951	 734452	 -426.94	 739.47	 -15776.8	 
0.41	 908174	 908164	 734438	 -426.94	 739.47	 -15776.8	 
0.43	 908144	 907931	 734412	 -426.94	 739.47	 -15776.8	 
0.45	 908107	 907847	 734374	 -426.94	 739.47	 -15776.8	 
0.44	 908111	 908105	 734361	 -426.94	 739.47	 -15776.8	 
0.46	 908066	 907841	 734337	 -426.94	 739.47	 -15776.8	 
0.48	 908033	 907764	 734302	 -426.94	 739.47	 -15776.7	 
0.47	 908058	 908059	 734290	 -426.94	 739.47	 -15776.7	 
0.49	 908003	 907778	 734267	 -426.94	 739.47	 -15776.7	 
0.51	 907972	 907710	 734234	 -426.94	 739.47	 -15776.7	 
0.5	 908014	 908023	 734223	 -426.94	 739.47	 -15776.7	 
0.52	 907952	 907744	 734202	 -426.94	 739.47	 -15776.7	 
0.54	 907924	 907683	 734172	 -426.94	 739.47	 -15776.7	 
0.53	 907979	 907991	 734162	 -426.94	 739.47	 -15776.7	 
0.55	 907912	 907731	 734144	 -426.94	 739.47	 -15776.7	 
0.57	 907886	 907676	 734119	 -426.94	 739.47	 -15776.7	 
0.56	 907952	 907958	 734111	 -426.94	 739.47	 -15776.7	 
0.58	 907883	 907729	 734096	 -426.94	 739.47	 -15776.7	 
0.6	 907860	 907675	 734078	 -426.94	 739.47	 -15776.7	 
0.59	 907935	 907922	 734073	 -426.94	 739.47	 -15776.7	 
0.61	 907862	 907723	 734064	 -426.94	 739.47	 -15776.7	 
0.63	 907843	 907671	 734054	 -426.94	 739.47	 -15776.7	 
0.62	 907927	 907886	 734051	 -426.94	 739.47	 -15776.7	 
0.64	 907850	 907711	 734048	 -426.94	 739.47	 -15776.7	 
0.66	 907833	 907660	 734048	 -426.94	 739.47	 -15776.7	 
0.65	 907930	 907857	 734049	 -426.94	 739.47	 -15776.7	 
0.67	 907847	 907695	 734052	 -426.94	 739.47	 -15776.7	 
0.69	 907834	 907652	 734060	 -426.94	 739.47	 -15776.7	 
0.68	 907941	 907839	 734063	 -426.94	 739.47	 -15776.7	 
0.7	 907855	 907686	 734072	 -426.94	 739.47	 -15776.7	 
0.72	 907846	 907655	 734087	 -426.94	 739.47	 -15776.7	 
0.71	 907961	 907842	 734093	 -426.94	 739.47	 -15776.7	 
0.73	 907875	 907698	 734106	 -426.94	 739.47	 -15776.7	 
0.75	 907873	 907683	 734128	 -426.94	 739.47	 -15776.7	 
0.74	 907993	 907867	 734136	 -426.94	 739.47	 -15776.7	 
0.76	 907910	 907738	 734152	 -426.94	 739.47	 -15776.7	 
0.78	 907916	 907740	 734179	 -426.94	 739.47	 -15776.7	 
0.77	 908037	 907915	 734188	 -426.94	 739.47	 -15776.7	 
0.79	 907961	 907808	 734207	 -426.94	 739.47	 -15776.8	 
0.81	 907974	 907826	 734238	 -426.94	 739.47	 -15776.8	 
0.8	 908096	 907988	 734248	 -426.94	 739.47	 -15776.8	 
0.82	 908027	 907906	 734270	 -426.94	 739.47	 -15776.8	 
0.84	 908045	 907936	 734305	 -426.94	 739.47	 -15776.8	 
0.83	 908170	 908087	 734317	 -426.94	 739.47	 -15776.8	 
0.85	 908103	 908025	 734342	 -426.94	 739.47	 -15776.8	 
0.87	 908125	 908066	 734381	 -426.94	 739.47	 -15776.8	 
0.86	 908255	 908208	 734394	 -426.94	 739.47	 -15776.8	 
0.88	 908187	 908161	 734422	 -426.94	 739.47	 -15776.8	 
0.9	 908211	 908212	 734466	 -426.94	 739.47	 -15776.8	 
0.89	 908349	 908350	 734482	 -426.94	 739.47	 -15776.8	 
0.91	 908275	 908312	 734513	 -426.94	 739.47	 -15776.8	 
0.93	 908299	 908371	 734562	 -426.94	 739.47	 -15776.8	 
0.92	 908453	 908511	 734579	 -426.94	 739.47	 -15776.8	 
0.94	 908364	 908475	 734614	 -426.94	 739.47	 -15776.8	 
0.96	 908388	 908544	 734668	 -426.94	 739.47	 -15776.8	 
0.95	 908560	 908680	 734687	 -426.94	 739.47	 -15776.8	 
0.97	 908457	 908653	 734725	 -426.94	 739.47	 -15776.8	 
0.99	 908479	 908727	 734782	 -426.94	 739.47	 -15776.8	 
0.98	 908674	 908853	 734802	 -426.94	 739.47	 -15776.8	 
1	 908551	 908840	 734842	 -426.94	 739.47	 -15776.8	 
1.02	 908572	 908920	 734902	 -426.94	 739.47	 -15776.8	 
1.01	 908791	 909022	 734922	 -426.94	 739.47	 -15776.8	 
1.03	 908648	 909035	 734962	 -426.94	 739.47	 -15776.8	 
1.05	 908666	 909120	 735022	 -426.94	 739.47	 -15776.8	 
1.04	 908908	 909183	 735042	 -426.94	 739.47	 -15776.8	 
1.06	 908747	 909234	 735082	 -426.94	 739.47	 -15776.8	 
1.08	 908760	 909325	 735141	 -426.94	 739.47	 -15776.8	 
1.07	 909029	 909342	 735160	 -426.94	 739.47	 -15776.8	 
1.09	 908845	 909436	 735199	 -426.94	 739.47	 -15776.8	 
1.11	 908853	 909537	 735255	 -426.94	 739.47	 -15776.8	 
1.1	 909151	 909500	 735274	 -426.94	 739.47	 -15776.8	 
1.12	 908940	 909642	 735311	 -426.94	 739.47	 -15776.8	 
1.14	 908941	 909753	 735365	 -426.94	 739.47	 -15776.8	 
1.13	 909271	 909659	 735382	 -426.94	 739.47	 -15776.8	 
1.15	 909030	 909853	 735418	 -426.94	 739.47	 -15776.8	 
1.17	 909022	 909975	 735469	 -426.94	 739.47	 -15776.8	 
1.16	 909392	 909826	 735486	 -426.94	 739.47	 -15776.9	 
1.18	 909115	 910067	 735519	 -426.94	 739.47	 -15776.9	 
1.2	 909097	 910200	 735568	 -426.94	 739.47	 -15776.9	 
1.19	 909508	 909994	 735584	 -426.94	 739.47	 -15776.9	 
1.21	 909191	 910282	 735616	 -426.94	 739.47	 -15776.9	 
1.23	 909164	 910425	 735661	 -426.94	 739.47	 -15776.9	 
1.22	 909619	 910163	 735676	 -426.94	 739.47	 -15776.9	 
1.24	 909262	 910495	 735705	 -426.94	 739.47	 -15776.9	 
1.26	 909225	 910644	 735747	 -426.94	 739.47	 -15776.9	 
1.25	 909723	 910328	 735760	 -426.94	 739.47	 -15776.9	 
1.27	 909327	 910701	 735786	 -426.94	 739.47	 -15776.9	 
1.29	 909278	 910854	 735822	 -426.94	 739.47	 -15776.9	 
1.28	 909819	 910487	 735834	 -426.94	 739.47	 -15776.9	 
1.3	 909384	 910896	 735856	 -426.94	 739.47	 -15776.9	 
1.32	 909324	 911052	 735886	 -426.94	 739.47	 -15776.9	 
1.31	 909905	 910637	 735896	 -426.94	 739.47	 -15776.9	 
1.33	 909433	 911079	 735914	 -426.94	 739.47	 -15776.9	 
1.35	 909359	 911237	 735938	 -426.94	 739.47	 -15776.9	 
1.34	 909982	 910783	 735945	 -426.94	 739.47	 -15776.9	 
1.36	 909471	 911250	 735959	 -426.94	 739.47	 -15776.9	 
1.38	 909383	 911408	 735977	 -426.94	 739.47	 -15776.9	 
1.37	 910046	 910919	 735983	 -426.94	 739.47	 -15776.9	 
1.39	 909495	 911407	 735993	 -426.94	 739.47	 -15776.9	 
1.41	 909393	 911565	 736006	 -426.94	 739.47	 -15776.9	 
1.4	 910097	 911045	 736009	 -426.94	 739.47	 -15776.9	 
1.42	 909504	 911550	 736016	 -426.94	 739.47	 -15776.9	 
1.44	 909386	 911706	 736024	 -426.94	 739.47	 -15776.9	 
1.43	 910136	 911158	 736027	 -426.94	 739.47	 -15776.9	 
1.45	 909496	 911677	 736030	 -426.94	 739.47	 -15776.9	 
1.47	 909363	 911827	 736034	 -426.94	 739.47	 -15776.9	 
1.46	 910161	 911257	 736034	 -426.94	 739.47	 -15776.9	 
1.48	 909473	 911784	 736035	 -426.94	 739.47	 -15776.9	 
1.5	 909323	 911928	 736034	 -426.94	 739.47	 -15777	 
1.49	 910170	 911335	 736033	 -426.94	 739.47	 -15777	 
1.51	 909436	 911870	 736029	 -426.94	 739.47	 -15777	 
1.53	 909270	 912006	 736022	 -426.94	 739.47	 -15777	 
1.52	 910167	 911397	 736019	 -426.94	 739.47	 -15777	 
1.54	 909385	 911936	 736012	 -426.94	 739.47	 -15777	 
1.56	 909205	 912066	 735998	 -426.94	 739.47	 -15777	 
1.55	 910154	 911442	 735992	 -426.94	 739.47	 -15777	 
1.57	 909323	 911984	 735980	 -426.94	 739.47	 -15777	 
1.59	 909129	 912109	 735958	 -426.94	 739.47	 -15777	 
1.58	 910127	 911470	 735950	 -426.94	 739.47	 -15777	 
1.6	 909250	 912018	 735933	 -426.94	 739.47	 -15777	 
1.62	 909043	 912140	 735904	 -426.94	 739.47	 -15777	 
1.61	 910106	 911496	 735893	 -426.94	 739.47	 -15777	 
1.63	 909173	 912044	 735871	 -426.94	 739.47	 -15777	 
1.65	 908946	 912158	 735834	 -426.94	 739.47	 -15777	 
1.64	 910044	 911475	 735822	 -426.94	 739.47	 -15777	 
1.66	 909073	 912047	 735795	 -426.94	 739.47	 -15777	 
1.68	 908834	 912158	 735752	 -426.94	 739.47	 -15777	 
1.67	 909989	 911451	 735738	 -426.94	 739.47	 -15777	 
1.69	 908965	 912036	 735707	 -426.94	 739.47	 -15777	 
1.71	 908713	 912140	 735660	 -426.94	 739.47	 -15777	 
1.7	 909924	 911406	 735644	 -426.94	 739.47	 -15777	 
1.72	 908847	 912001	 735610	 -426.94	 739.47	 -15777	 
1.74	 908580	 912096	 735559	 -426.94	 739.47	 -15777	 
1.73	 909849	 911337	 735542	 -426.94	 739.47	 -15777	 
1.75	 908720	 911939	 735507	 -426.94	 739.47	 -15777	 
1.77	 908438	 912022	 735453	 -426.94	 739.47	 -15777	 
1.76	 909768	 911249	 735435	 -426.94	 739.47	 -15776.9	 
1.78	 908586	 911848	 735398	 -426.94	 739.47	 -15776.9	 
1.8	 908291	 911919	 735341	 -426.94	 739.47	 -15776.9	 
1.79	 909678	 911139	 735321	 -426.94	 739.47	 -15776.9	 
1.81	 908446	 911728	 735282	 -426.94	 739.47	 -15776.9	 
1.83	 908146	 911795	 735220	 -426.94	 739.47	 -15776.9	 
1.82	 909584	 911012	 735199	 -426.94	 739.47	 -15776.9	 
1.84	 908306	 911587	 735157	 -426.94	 739.47	 -15776.9	 
1.86	 907989	 911638	 735092	 -426.94	 739.47	 -15776.9	 
1.85	 909482	 910867	 735070	 -426.94	 739.47	 -15776.9	 
1.87	 908164	 911425	 735026	 -426.94	 739.47	 -15776.9	 
1.89	 907840	 911469	 734959	 -426.94	 739.47	 -15776.9	 
1.88	 909378	 910710	 734937	 -426.94	 739.47	 -15776.9	 
1.9	 908025	 911252	 734892	 -426.94	 739.47	 -15776.9	 
1.92	 907694	 911287	 734824	 -426.94	 739.47	 -15776.9	 
1.91	 909276	 910546	 734802	 -426.94	 739.47	 -15776.9	 
1.93	 907899	 911076	 734757	 -426.94	 739.47	 -15776.9	 
1.95	 907555	 911098	 734690	 -426.94	 739.47	 -15776.9	 
1.94	 909174	 910375	 734669	 -426.94	 739.47	 -15776.9	 
1.96	 907759	 910876	 734625	 -426.94	 739.47	 -15776.9	 
1.98	 907418	 910896	 734561	 -426.94	 739.47	 -15776.9	 
1.97	 909075	 910202	 734540	 -426.94	 739.47	 -15776.9	 
1.99	 907642	 910684	 734499	 -426.94	 739.47	 -15776.9	 
2.01	 907292	 910690	 734437	 -426.94	 739.47	 -15776.9	 
2	 908980	 910027	 734417	 -426.94	 739.47	 -15776.9	 
2.02	 907527	 910479	 734378	 -426.94	 739.47	 -15776.9	 
2.04	 907174	 910478	 734320	 -426.94	 739.47	 -15776.9	 
2.03	 908887	 909851	 734301	 -426.94	 739.47	 -15776.9	 
2.05	 907410	 910262	 734264	 -426.94	 739.47	 -15776.9	 
2.07	 907068	 910263	 734211	 -426.94	 739.47	 -15776.9	 
2.06	 908798	 909672	 734195	 -426.94	 739.47	 -15776.9	 
2.08	 907316	 910055	 734162	 -426.94	 739.47	 -15776.9	 
2.1	 906982	 910057	 734115	 -426.94	 739.47	 -15776.9	 
2.09	 908722	 909500	 734101	 -426.94	 739.47	 -15776.9	 
2.11	 907237	 909854	 734072	 -426.94	 739.47	 -15776.8	 
2.13	 906902	 909848	 734032	 -426.94	 739.47	 -15776.8	 
2.12	 908648	 909321	 734019	 -426.94	 739.47	 -15776.8	 
2.14	 907171	 909659	 733994	 -426.94	 739.47	 -15776.8	 
2.16	 906849	 909658	 733961	 -426.94	 739.47	 -15776.8	 
2.15	 908589	 909146	 733950	 -426.94	 739.47	 -15776.8	 
2.17	 907122	 909474	 733931	 -426.94	 739.47	 -15776.8	 
2.19	 906800	 909467	 733904	 -426.94	 739.47	 -15776.8	 
2.18	 908536	 908967	 733896	 -426.94	 739.47	 -15776.8	 
2.2	 907083	 909296	 733881	 -426.94	 739.47	 -15776.8	 
2.22	 906774	 909295	 733862	 -426.94	 739.47	 -15776.8	 
2.21	 908500	 908796	 733857	 -426.94	 739.47	 -15776.8	 
2.23	 907057	 909126	 733847	 -426.94	 739.47	 -15776.8	 
2.25	 906749	 909122	 733837	 -426.94	 739.47	 -15776.8	 
2.24	 908469	 908623	 733834	 -426.94	 739.47	 -15776.8	 
2.26	 907051	 908970	 733831	 -426.94	 739.47	 -15776.8	 
2.28	 906744	 908963	 733830	 -426.94	 739.47	 -15776.8	 
2.27	 908454	 908460	 733831	 -426.94	 739.47	 -15776.8	 
2.29	 907039	 908806	 733834	 -426.94	 739.47	 -15776.8	 
2.31	 906748	 908812	 733842	 -426.94	 739.47	 -15776.8	 
2.3	 908466	 908319	 733846	 -426.94	 739.47	 -15776.8	 
2.32	 907054	 908665	 733854	 -426.94	 739.47	 -15776.8	 
2.34	 906767	 908673	 733870	 -426.94	 739.47	 -15776.8	 
2.33	 908461	 908163	 733876	 -426.94	 739.47	 -15776.8	 
2.35	 907071	 908526	 733890	 -426.94	 739.47	 -15776.8	 
2.37	 906801	 908550	 733912	 -426.94	 739.47	 -15776.8	 
2.36	 908487	 908036	 733920	 -426.94	 739.47	 -15776.8	 
2.38	 907105	 908404	 733937	 -426.94	 739.47	 -15776.8	 
2.4	 906836	 908430	 733965	 -426.94	 739.47	 -15776.8	 
2.39	 908534	 907932	 733975	 -426.94	 739.47	 -15776.8	 
2.41	 907152	 908300	 733996	 -426.94	 739.47	 -15776.8	 
2.43	 906885	 908330	 734028	 -426.94	 739.47	 -15776.8	 
2.42	 908568	 907822	 734039	 -426.94	 739.47	 -15776.8	 
2.44	 907207	 908209	 734062	 -426.94	 739.47	 -15776.8	 
2.46	 906941	 908246	 734098	 -426.94	 739.47	 -15776.8	 
2.45	 908627	 907744	 734110	 -426.94	 739.47	 -15776.8	 
2.47	 907256	 908125	 734136	 -426.94	 739.47	 -15776.8	 
2.49	 907004	 908181	 734176	 -426.94	 739.47	 -15776.8	 
2.48	 908696	 907688	 734189	 -426.94	 739.47	 -15776.7	 
2.5	 907317	 908065	 734217	 -426.94	 739.47	 -15776.7	 
2.52	 907061	 908123	 734260	 -426.94	 739.47	 -15776.7	 
2.51	 908788	 907666	 734275	 -426.94	 739.47	 -15776.7	 
2.53	 907387	 908027	 734305	 -426.94	 739.47	 -15776.7	 
2.55	 907126	 908088	 734350	 -426.94	 739.47	 -15776.7	 
2.54	 908858	 907640	 734365	 -426.94	 739.47	 -15776.7	 
2.56	 907458	 908005	 734396	 -426.94	 739.47	 -15776.7	 
2.58	 907192	 908068	 734442	 -426.94	 739.47	 -15776.7	 
2.57	 908948	 907647	 734458	 -426.94	 739.47	 -15776.7	 
2.59	 907527	 907996	 734489	 -426.94	 739.47	 -15776.7	 
2.61	 907259	 908064	 734535	 -426.94	 739.47	 -15776.7	 
2.6	 909042	 907673	 734550	 -426.94	 739.47	 -15776.7	 
2.62	 907588	 907996	 734581	 -426.94	 739.47	 -15776.7	 
2.64	 907329	 908081	 734625	 -426.94	 739.47	 -15776.7	 
2.63	 909140	 907717	 734640	 -426.94	 739.47	 -15776.7	 
2.65	 907660	 908023	 734668	 -426.94	 739.47	 -15776.7	 
2.67	 907395	 908112	 734710	 -426.94	 739.47	 -15776.8	 
2.66	 909237	 907774	 734724	 -426.94	 739.47	 -15776.8	 
2.68	 907732	 908070	 734751	 -426.94	 739.47	 -15776.8	 
2.7	 907461	 908165	 734791	 -426.94	 739.47	 -15776.8	 
2.69	 909333	 907846	 734803	 -426.94	 739.47	 -15776.8	 
2.71	 907801	 908138	 734829	 -426.94	 739.47	 -15776.8	 
2.73	 907524	 908240	 734866	 -426.94	 739.47	 -15776.8	 
2.72	 909427	 907932	 734877	 -426.94	 739.47	 -15776.8	 
2.74	 907867	 908226	 734901	 -426.94	 739.47	 -15776.8	 
2.76	 907583	 908336	 734934	 -426.94	 739.47	 -15776.8	 
2.75	 909520	 908031	 734945	 -426.94	 739.47	 -15776.8	 
2.77	 907929	 908335	 734966	 -426.94	 739.47	 -15776.8	 
2.79	 907637	 908454	 734997	 -426.94	 739.47	 -15776.8	 
2.78	 909605	 908141	 735007	 -426.94	 739.47	 -15776.8	 
2.8	 907985	 908461	 735026	 -426.94	 739.47	 -15776.8	 
2.82	 907685	 908589	 735054	 -426.94	 739.47	 -15776.8	 
2.81	 909683	 908259	 735063	 -426.94	 739.47	 -15776.8	 
2.83	 908045	 908611	 735080	 -426.94	 739.47	 -15776.8	 
2.85	 907723	 908735	 735105	 -426.94	 739.47	 -15776.8	 
2.84	 909751	 908383	 735113	 -426.94	 739.47	 -15776.8	 
2.86	 908090	 908764	 735128	 -426.94	 739.47	 -15776.8	 
2.88	 907760	 908898	 735148	 -426.94	 739.47	 -15776.8	 
2.87	 909811	 908513	 735155	 -426.94	 739.47	 -15776.8	 
2.89	 908129	 908928	 735167	 -426.94	 739.47	 -15776.8	 
2.91	 907792	 909071	 735184	 -426.94	 739.47	 -15776.8	 
2.9	 909878	 908664	 735189	 -426.94	 739.47	 -15776.8	 
2.92	 908157	 909096	 735198	 -426.94	 739.47	 -15776.8	 
2.94	 907822	 909258	 735210	 -426.94	 739.47	 -15776.8	 
2.93	 909908	 908793	 735214	 -426.94	 739.47	 -15776.8	 
2.95	 908179	 909272	 735221	 -426.94	 739.47	 -15776.8	 
2.97	 907839	 909447	 735229	 -426.94	 739.47	 -15776.8	 
2.96	 909941	 908937	 735231	 -426.94	 739.47	 -15776.8	 
2.98	 908204	 909465	 735235	 -426.94	 739.47	 -15776.8	 
3	 907845	 909639	 735239	 -426.94	 739.47	 -15776.8	 
2.99	 909977	 909098	 735240	 -426.94	 739.47	 -15776.8	 
3.01	 908207	 909651	 735241	 -426.94	 739.47	 -15776.8	 
3.03	 907848	 909844	 735240	 -426.94	 739.47	 -15776.8	 
3.02	 909975	 909236	 735240	 -426.94	 739.47	 -15776.8	 
3.04	 908208	 909849	 735239	 -426.94	 739.47	 -15776.8	 
3.06	 907831	 910041	 735235	 -426.94	 739.47	 -15776.8	 
3.05	 909991	 909403	 735233	 -426.94	 739.47	 -15776.8	 
3.07	 908188	 910037	 735230	 -426.94	 739.47	 -15776.8	 
3.09	 907813	 910246	 735223	 -426.94	 739.47	 -15776.9	 
3.08	 909968	 909545	 735220	 -426.94	 739.47	 -15776.9	 
3.1	 908165	 910232	 735214	 -426.94	 739.47	 -15776.9	 
3.12	 907773	 910439	 735203	 -426.94	 739.47	 -15776.9	 
3.11	 909961	 909713	 735199	 -426.94	 739.47	 -15776.9	 
3.13	 908123	 910415	 735190	 -426.94	 739.47	 -15776.9	 
3.15	 907732	 910637	 735174	 -426.94	 739.47	 -15776.9	 
3.14	 909920	 909857	 735169	 -426.94	 739.47	 -15776.9	 
3.16	 908080	 910602	 735156	 -426.94	 739.47	 -15776.9	 
3.18	 907671	 910821	 735136	 -426.94	 739.47	 -15776.9	 
3.17	 909893	 910021	 735129	 -426.94	 739.47	 -15776.9	 
3.19	 908025	 910785	 735113	 -426.94	 739.47	 -15776.9	 
3.21	 907604	 911004	 735088	 -426.94	 739.47	 -15776.9	 
3.2	 909846	 910171	 735079	 -426.94	 739.47	 -15776.9	 
3.22	 907945	 910951	 735060	 -426.94	 739.47	 -15776.9	 
3.24	 907528	 911185	 735029	 -426.94	 739.47	 -15776.9	 
3.23	 909794	 910319	 735018	 -426.94	 739.47	 -15776.9	 
3.25	 907864	 911120	 734995	 -426.94	 739.47	 -15776.9	 
3.27	 907437	 911358	 734959	 -426.94	 739.47	 -15776.9	 
3.26	 909714	 910441	 734946	 -426.94	 739.47	 -15776.9	 
3.28	 907774	 911286	 734920	 -426.94	 739.47	 -15776.9	 
3.3	 907334	 911524	 734880	 -426.94	 739.47	 -15776.9	 
3.29	 909643	 910569	 734866	 -426.94	 739.47	 -15776.9	 
3.31	 907670	 911441	 734837	 -426.94	 739.47	 -15776.9	 
3.33	 907218	 911678	 734793	 -426.94	 739.47	 -15776.9	 
3.32	 909567	 910686	 734777	 -426.94	 739.47	 -15776.9	 
3.34	 907554	 911584	 734746	 -426.94	 739.47	 -15776.9	 
3.36	 907092	 911821	 734698	 -426.94	 739.47	 -15776.9	 
3.35	 909496	 910802	 734681	 -426.94	 739.47	 -15776.9	 
3.37	 907433	 911719	 734647	 -426.94	 739.47	 -15776.9	 
3.39	 906956	 911950	 734595	 -426.94	 739.47	 -15776.9	 
3.38	 909405	 910891	 734577	 -426.94	 739.47	 -15776.9	 
3.4	 907292	 911824	 734540	 -426.94	 739.47	 -15776.9	 
3.42	 906810	 912060	 734484	 -426.94	 739.47	 -15776.9	 
3.41	 909308	 910962	 734464	 -426.94	 739.47	 -15776.9	 
3.43	 907160	 911927	 734425	 -426.94	 739.47	 -15776.9	 
3.45	 906661	 912155	 734365	 -426.94	 739.47	 -15776.9	 
3.44	 909192	 911003	 734344	 -426.94	 739.47	 -15776.9	 
3.46	 907009	 912001	 734303	 -426.94	 739.47	 -15776.9	 
3.48	 906503	 912231	 734239	 -426.94	 739.47	 -15776.9	 
3.47	 909102	 911055	 734217	 -426.94	 739.47	 -15776.9	 
3.49	 906865	 912067	 734174	 -426.94	 739.47	 -15776.9	 
3.51	 906344	 912291	 734108	 -426.94	 739.47	 -15776.9	 
3.5	 908979	 911063	 734085	 -426.94	 739.47	 -15776.9	 
3.52	 906707	 912106	 734041	 -426.94	 739.47	 -15777	 
3.54	 906181	 912331	 733973	 -426.94	 739.47	 -15777	 
3.53	 908885	 911083	 733950	 -426.94	 739.47	 -15777	 
3.55	 906557	 912138	 733904	 -426.94	 739.47	 -15777	 
3.57	 906017	 912357	 733835	 -426.94	 739.47	 -15777	 
3.56	 908776	 911075	 733812	 -426.94	 739.47	 -15777	 
3.58	 906402	 912149	 733765	 -426.94	 739.47	 -15777	 
3.6	 905852	 912364	 733695	 -426.94	 739.47	 -15777	 
3.59	 908666	 911054	 733672	 -426.94	 739.47	 -15777	 
3.61	 906255	 912151	 733625	 -426.94	 739.47	 -15777	 
3.63	 905691	 912355	 733556	 -426.94	 739.47	 -15777	 
3.62	 908558	 911021	 733533	 -426.94	 739.47	 -15777	 
3.64	 906094	 912118	 733487	 -426.94	 739.47	 -15777	 
3.66	 905529	 912326	 733419	 -426.94	 739.47	 -15777	 
3.65	 908450	 910976	 733397	 -426.94	 739.47	 -15777	 
3.67	 905945	 912077	 733352	 -426.94	 739.47	 -15777	 
3.69	 905374	 912281	 733287	 -426.94	 739.47	 -15776.9	 
3.68	 908345	 910920	 733265	 -426.94	 739.47	 -15776.9	 
3.7	 905802	 912022	 733222	 -426.94	 739.47	 -15776.9	 
3.72	 905226	 912222	 733160	 -426.94	 739.47	 -15776.9	 
3.71	 908245	 910854	 733140	 -426.94	 739.47	 -15776.9	 
3.73	 905675	 911962	 733100	 -426.94	 739.47	 -15776.9	 
3.75	 905086	 912149	 733041	 -426.94	 739.47	 -15776.9	 
3.74	 908151	 910778	 733022	 -426.94	 739.47	 -15776.9	 
3.76	 905536	 911872	 732985	 -426.94	 739.47	 -15776.9	 
3.78	 904951	 912062	 732930	 -426.94	 739.47	 -15776.9	 
3.77	 908089	 910719	 732912	 -426.94	 739.47	 -15776.9	 
3.79	 905423	 911790	 732877	 -426.94	 739.47	 -15776.9	 
3.81	 904827	 911967	 732826	 -426.94	 739.47	 -15776.9	 
3.8	 907978	 910593	 732809	 -426.94	 739.47	 -15776.9	 
3.82	 905298	 911677	 732776	 -426.94	 739.47	 -15776.9	 
3.84	 904713	 911864	 732729	 -426.94	 739.47	 -15776.9	 
3.83	 907902	 910487	 732714	 -426.94	 739.47	 -15776.9	 
3.85	 905193	 911567	 732685	 -426.94	 739.47	 -15776.9	 
3.87	 904604	 911750	 732644	 -426.94	 739.47	 -15776.9	 
3.86	 907836	 910373	 732631	 -426.94	 739.47	 -15776.9	 
3.88	 905096	 911449	 732607	 -426.94	 739.47	 -15776.9	 
